alias,category,unit_type,role,ref_field,variant_count,variants,nations,service_from,service_to,loadouts,displacement_t,length_m,beam_m,max_speed_kt,telegraph_kt,armor
civ_ms_sealift_pacific,vessels,Vessel,Merchant,VariantReference,38,"Default,Variant1-37",US,1974,1974,Oil,34000,179,25.6,16.0,,None
civ_ms_slavyansk,vessels,Vessel,Merchant,VariantReference,34,"Default,Variant1-33",Soviet,1967,1967,DryCargo,20000,153,21,17,,None
civ_ms_super_p,vessels,Vessel,Merchant,VariantReference,17,"Default,Variant1-16",US|Liberia|UK,1967,1967,"Munitions,MilitaryVehicles,DryCargo,Containers",12700,172,23,18.5,,None
civ_ms_yuniy_partizan,vessels,Vessel,Merchant,VariantReference,68,"Default,Variant1-67",Soviet|Norway|Netherlands|Sweden|France|Italy|Greece|Brazil,1974,1974,"Containers,Munitions,MilitaryVehicles,DryCargo,Vehicles,Fertilizer,Ore",3950,88.7,12.8,13.0,,None
es_ffg_baleares,vessels,Vessel,"ASW,ASuW_Gun",VariantReference,6,"Default,Variant1-5",Spain,1973,1976,,4130,134,14.3,27.0,,None
es_ss_galerna,vessels,Submarine,SS,VariantReference,5,"Default,Variant1-4",Spain,1983,1985,,1760,58,6.8,20,"-5,0,2,5,10,15,20",None
es_ssk_delfin,vessels,Submarine,SS,VariantReference,5,"Default,Variant1-4",Spain,1973,1975,,1038,58,6.8,15,"-5,0,3,5,10,13,15",None
fgs_ddg_lutjens,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,4,"Default,Variant1-3",Germany,1969,1970,,4526,133,14,33.0,,Minor
fgs_ptg_tiger,vessels,Vessel,ASuW,VariantReference,21,"Default,Variant1-20",Germany,1973,1973,,265,47,7.2,36.0,,None
fgs_ss_type_205,vessels,Submarine,SS,VariantReference,9,"Default,Variant1-8",Germany|Denmark,1962,1970,,455,44.3,4.6,17.0,"-5,0,2,4,8,12,17",Minor
fgs_ss_type_206,vessels,Submarine,SS,VariantReference,19,"Default,Variant1-18",Germany,1973,1973,,500,48.49,4.58,17.0,"-5,0,2,4,8,12,17",Minor
fr_ss_agosta,vessels,Submarine,SS,VariantReference,5,"Default,Variant1-4",France,1977,1978,"Default,Late",1760,58,6.8,20,"-5,0,2,5,10,15,20",None
fr_ss_daphne,vessels,Submarine,SS,VariantReference,10,"Default,Variant1-9",France,1964,1970,"Default,Late",1038,58,6.8,15,"-5,0,3,5,10,13,15",None
ins_ff_blackwood,vessels,Vessel,ASW,VariantReference,4,"Default,Variant1-3",India,1955,1955,,1456,95,10,27.8,,None
ins_pt_saar,vessels,Vessel,FAC,VariantReference,13,"Default,Variant1-12",Israel,1967,1967,,206,45,7.62,40,,None
ins_ptg_aliya,vessels,Vessel,ASuW,VariantReference,3,"Default,Variant1,Variant2",Israel,1980,1980,,498,61.7,7.62,33,,None
ins_ptg_hetz,vessels,Vessel,ASuW,VariantReference,3,"Default,Variant1,Variant2",Israel,1981,1982,,498,61.7,7.62,33,,None
ins_ptg_saar_2,vessels,Vessel,ASuW,VariantReference,7,"Default,Variant1-6",Israel,1967,1967,,250,45,7.62,40,,None
ins_ptg_saar_3,vessels,Vessel,ASuW,VariantReference,7,"Default,Variant1-6",Israel,1969,1969,,250,45,7.62,40,,None
ins_ptg_saar_4,vessels,Vessel,ASuW,VariantReference,11,"Default,Variant1-10",Israel,1973,1973,,450,58,7.62,40,,None
ins_ss_gal,vessels,Submarine,SS,VariantReference,4,"Default,Variant1-3",Israel,1976,1976,"Default,Late",500,48.49,4.58,17.0,"-5,0,2,4,8,12,17",Minor
ir_aor_delvar,vessels,Vessel,"RAS,Landing",VariantReference,8,"Default,Variant1-7",Iran,1981,1982,,904,64.2,10.5,11.0,,None
ir_fab_boghammar,vessels,Vessel,FAC,VariantReference,2,"Default,Variant1",Iran,1985,1985,,7,13,2.7,46.0,,None
ir_ffg_alvand,vessels,Vessel,ASuW,VariantReference,5,"Default,Variant1-4",Iran,1971,1972,,1540,95,11.1,39.0,,None
ir_pf_bayandor,vessels,Vessel,FAC,VariantReference,5,"Default,Variant1-4",Iran,1964,1969,,1135,84,10.1,20,,Medium
ir_pt_kaivan,vessels,Vessel,FAC,VariantReference,5,"Default,Variant1-4",Iran,1956,1959,,150,29,6.2,21,,Small
ir_pt_parvin,vessels,Vessel,FAC,VariantReference,4,"Default,Variant1-3",Iran,1959,1970,,150,31,6.6,22,,Medium
ir_ptg_combattante_II,vessels,Vessel,ASuW,VariantReference,13,"Default,Variant1-12",Iran,1977,1981,,275,47,8,36.0,,None
ir_ptg_kaivan,vessels,Vessel,FAC,VariantReference,5,"Default,Variant1-4",Iran,1971,1972,,150,29,6.2,21,,Small
jmsdf_dd_minegumo,vessels,Vessel,"ASW,ASuW_Gun",VariantReference,4,"Default,Variant1-3",Japan,1968,1970,,2750,114.9,11.8,27.0,,None
jmsdf_dd_takatsuki,vessels,Vessel,"ASW,ASuW_Gun",VariantReference,5,"Default,Variant1-4",Japan,1967,1970,,4500,136,13.4,32.0,"-7,0,5,15,20,28,32",None
jmsdf_dd_yamagumo,vessels,Vessel,"ASW,ASuW_Gun",VariantReference,7,"Default,Variant1-6",Japan,1966,1978,,2750,114.9,11.8,27.0,,None
jmsdf_ddg_tachikaze,vessels,Vessel,"ASW,ASuW_Gun",VariantReference,4,"Default,Variant1-3",Japan,1976,1983,"Default,Late",4800,136,13.4,32.0,,None
jmsdf_ddh_haruna,vessels,Vessel,"ASW,ASuW_Gun",VariantReference,3,"Default,Variant1,Variant2",Japan,1973,1974,,6900,153.1,17.5,32.0,"-7,0,5,15,20,28,32",None
jmsdf_ss_asashio,vessels,Submarine,SS,VariantReference,5,"Default,Variant1-4",Japan,1966,1969,,2150,88,8.2,18,"-6,0,3,5,8,15,18",None
jmsdf_ss_uzushio,vessels,Submarine,SS,VariantReference,8,"Default,Variant1-7",Japan,1971,1978,,1850,72,9.9,20.0,"-6,0,3,5,8,15,20",None
jmsdf_ss_yushio,vessels,Submarine,SS,VariantReference,11,"Default,Variant1-10",Japan,1980,1989,"Default,Late",2250,76,9.9,20.0,"-6,0,3,5,8,15,20",None
knm_ffg_oslo,vessels,Vessel,"ASW,ASuW",VariantReference,6,"Default,Variant1-5",Norway,1966,1968,,2100,97,11.2,25,,None
knm_fs_sleipner,vessels,Vessel,"ASW,ASuW",VariantReference,3,"Default,Variant1,Variant2",Norway,1965,1967,,800,69.3,7.9,20,,None
knm_msc_sauda,vessels,Vessel,MineSweep,VariantReference,11,"Default,Variant1-10",Norway,1953,1953,,360,44,8.2,14.0,,None
knm_ptg_hauk,vessels,Vessel,ASuW,VariantReference,15,"Default,Variant1-14",Norway,1977,1980,,160,36.5,6.2,32.5,,None
knm_ptg_snogg,vessels,Vessel,ASuW,VariantReference,7,"Default,Variant1-6",Norway,1970,1970,,140,36.5,6,30.0,,None
knm_ss_kobben,vessels,Submarine,SS,VariantReference,16,"Default,Variant1-15",Norway,1965,1965,"Default,Late",485,47.2,4.7,17.0,"-5,0,2,4,8,12,17",Minor
ln_ptg_beir_grassa,vessels,Vessel,ASuW,VariantReference,11,"Default,Variant1-10",Libya,1978,1978,,265,47,7.2,36.0,,None
nrp_ssk_albacora,vessels,Submarine,SS,VariantReference,9,"Default,Variant1-8",Portugal|Pakistan|South_Africa,1975,1977,,1038,58,6.8,15,"-5,0,3,5,10,13,15",None
nv_agi_sampan,vessels,Vessel,Spy,VariantReference,3,"Default,Variant1,Variant2",Vietnam|China,,,"Empty,Canvas,Canvas_Stern,Ferry,Ferry_2,Ferry_Cargo,Sail,Random",140,9,3,11,,None
plan_ap_qiongsha,vessels,Vessel,ASuW,VariantReference,7,"Default,Variant1-6",China,1980,1980,,2150,86,13.4,16.0,,None
plan_dd_luda1,vessels,Vessel,ASuW,VariantReference,12,"Default,Variant1-11",China,1971,1987,,3670,103,10.8,38.0,,Minor
plan_ff_chengdu,vessels,Vessel,ASuW,VariantReference,5,"Default,Variant1-4",China,1957,1958,,1416,91,10.2,32.0,,None
plan_ff_jianghu1,vessels,Vessel,ASuW,VariantReference,15,"Default,Variant1-14",China,1975,1980,,1702,103,10.8,26.0,,None
plan_ff_jianghu2,vessels,Vessel,ASuW,VariantReference,10,"Default,Variant1-9",China,1982,1988,"Default,Late",1702,103,10.8,26.0,,None
plan_ff_jianghu3,vessels,Vessel,ASuW,VariantReference,4,"Default,Variant1-3",China,1986,1990,,1960,103,11.3,26.0,,None
plan_ffg_jiangdong,vessels,Vessel,ASuW,VariantReference,3,"Default,Variant1,Variant2",China,1975,1977,,1940,103,10.8,28.0,,None
plan_k_type_037,vessels,Vessel,Minesweep,VariantReference,2,"Default,Variant1",China,1961,1961,,430,58.77,7.2,31.0,,Minor
plan_lst_yukan,vessels,Vessel,ASuW,VariantReference,4,"Default,Variant1-3",China,1979,1982,MilitaryVehicles,4170,120,15.3,18.0,,None
plan_msc_type_010,vessels,Vessel,Minesweep,VariantReference,2,"Default,Variant1",China,1959,1959,,590,60,8.4,21.0,,None
plan_pt_shanghai2,vessels,Vessel,Minesweep,VariantReference,2,"Default,Variant1",China,1960,1960,,135,38.78,5.41,28.5,,Minor
plan_pt_shanghai2b,vessels,Vessel,Minesweep,VariantReference,2,"Default,Variant1",China,1970,1970,,135,38.8,5.41,28.5,,Minor
plan_ptg_type_024,vessels,Vessel,ASuW,VariantReference,10,"Default,Variant1-9",China,1966,1966,,81,38.6,7.6,38,,None
plan_ss_romeo,vessels,Submarine,SS,VariantReference,89,"Default,Variant1-88",China,1962,1962,"Default,Late",1730,76.6,6.7,15,"-5,0,3,5,10,13,15",None
plan_ssg_wuhan,vessels,Submarine,SS,VariantReference,2,"Default,Variant1",China,1985,1985,,2100,76.6,6.7,15,"-5,0,3,5,10,13,15",None
plan_ssn_han,vessels,Submarine,SSN,VariantReference,6,"Default,Variant1-5",China,1974,1990,,5000,90,9,24.0,"-7,0,5,10,15,20,24",None
pns_ss_hangor,vessels,Submarine,SS,VariantReference,4,"Default,Variant1-3",Pakistan,1970,1970,"Default,Late",1038,58,6.8,15,"-5,0,3,5,10,13,15",None
pns_ss_hashmat,vessels,Submarine,SS,VariantReference,3,"Default,Variant1,Variant2",Pakistan,1979,1980,"Default,Late",1760,58,6.8,20,"-5,0,2,5,10,15,20",None
ran_ddg_perth,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,4,"Default,Variant1-3",Australia,1965,1967,"Early,Default,Late",4526,133,14,33.0,,Minor
ran_ffg_adelaide_shorthull,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,4,"Default,Variant1-3",Australia,1980,1983,"Default,Late",4100,136,14,29.0,,None
ran_ss_oberon,vessels,Submarine,SS,VariantReference,7,"Default,Variant1-6",Australia,1967,1978,"Early,Default,Late",2032,90,8.1,17,"-5,0,3,5,10,13,15",None
rcn_ss_oberon,vessels,Submarine,SS,VariantReference,4,"Default,Variant1-3",Canada,1965,1968,"Early,Default,Late",2032,90,8.1,17,"-5,0,3,5,10,13,15",None
rn_dd_battle,vessels,Vessel,ASuW_Gun,VariantReference,6,"Default,Variant1-5",UK|Pakistan,1947,1957,,3310,116,12.3,35.50,,Minor
rn_dd_c-class,vessels,Vessel,ASuW_Gun,VariantReference,6,"Default,Variant1-5",UK|Pakistan,1945,1958,,2570,111,11,32.0,,Minor
rn_dd_z-class,vessels,Vessel,ASuW_Gun,VariantReference,6,"Default,Variant1-5",UK|Israel|Egypt,1944,1956,,2570,111,11,32.0,,Minor
sea_mine,vessels,Vessel,SeaMine,VariantReference,2,"Default,Variant1",Soviet,,,,0.1,1,1,0,,None
test,vessels,Vessel,,VariantReference,0,,,,,,200,,,11,,None
usn_ae_kilauea,vessels,Vessel,RAS,VariantReference,9,"Default,Variant1-8",US,1968,1972,Munitions,20500,172,25,20.0,,Minor
usn_ao_t2,vessels,Vessel,RAS,VariantReference,22,"Default,Variant1-21",US,1955,1955,Oil,16250,145.5,19.2,14,,None
usn_aoe_sacramento,vessels,Vessel,RAS,VariantReference,5,"Default,Variant1-4",US,1964,1970,Oil,53000,242.3,32.6,26.0,,Minor
usn_avp_barnegat,vessels,Vessel,FAC,VariantReference,8,"Default,Variant1-7",South_Vietnam,1941,1941,,2300,94.72,12.52,20,,Small
usn_avp_barnegat_mod,vessels,Vessel,FAC,VariantReference,5,"Default,Variant1-4",Philippines,1973,1973,,2300,94.72,12.52,20,,Small
usn_bb_iowa,vessels,Vessel,"ASuW,NGFS",VariantReference,5,"Default,Variant1-4",US,1982,1988,"Default,AntiShip,LandAttack",58000,270,33,32.0,,Heavy
usn_cg_belknap,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,9,"Default,Variant1-8",US,1979,1982,,8957,167,17,32.0,,Minor
usn_cg_belknap_72,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,10,"Default,Variant1-9",US,1972,1972,"Default,Late",8957,167,17,32.0,,Minor
usn_cg_leahy,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,10,"Default,Variant1-9",US,1980,1983,,8200,162,17,32.0,,Minor
usn_cg_leahy_68,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,10,"Default,Variant1-9",US,1962,1964,"Default,Late",8200,162,17,32.0,,None
usn_cg_ticonderoga,vessels,Vessel,"AAW,ASuW,ASW",VariantReference,6,"Default,Variant1-5",US,1983,1987,"Default,Late",9600,173,16.8,32.0,,Minor
usn_cgn_alaska,vessels,Vessel,"AAW,ASuW,ASW",VariantReference,5,"Default,Variant1-4",US,1982,1986,"Default,Late",17500,216.1,23.3,33.0,,Heavy
usn_cgn_california,vessels,Vessel,"AAW,ASuW,ASW",VariantReference,3,"Default,Variant1,Variant2",US,1974,1975,"Default,Late",10800,179,19,32.0,,Minor
usn_cgn_long_beach_73,vessels,Vessel,AAW,VariantReference,2,"Default,Variant1",US,1973,1973,"Default,Late",16600,210,22.3,30.0,,Moderate
usn_cgn_long_beach_83,vessels,Vessel,AAW,VariantReference,2,"Default,Variant1",US,1983,1983,"Default,AntiShip,LandAttack",16600,210,22.3,30.0,,Moderate
usn_cgn_virginia,vessels,Vessel,"AAW,ASuW,ASW",VariantReference,5,"Default,Variant1-4",US,1985,1985,"Default,Late",11666,179,19,32.0,,Minor
usn_clg_oklahoma_city,vessels,Vessel,"AAW,NGFS",VariantReference,4,"Default,Variant1-3",US,1958,1960,,15200,186,20,32.0,,Moderate
usn_cv_america_79,vessels,Vessel,Carrier,VariantReference,2,"Default,Variant1",US,1977,1977,,85000,319,76,32.0,,Moderate
usn_cv_forrestal_75,vessels,Vessel,Carrier,VariantReference,5,"Default,Variant1-4",US,1968,1973,,81000,326,73,33.0,,Moderate
usn_cv_kitty_hawk,vessels,Vessel,Carrier,VariantReference,3,"Default,Variant1,Variant2",US,1983,1983,,83000,326,86,33.0,,Moderate
usn_cvn_enterprise,vessels,Vessel,Carrier,VariantReference,2,"Default,Variant1",US,1967,1967,Munitions,94000,342,78,33.0,,Moderate
usn_cvn_nimitz,vessels,Vessel,Carrier,VariantReference,3,"Default,Variant1,Variant2",US,1983,1987,,100000,332,76.8,32.0,,Moderate
usn_dd_gearing,vessels,Vessel,"ASW,ASuW_Gun",VariantReference,74,"Default,Variant1-73",US|Turkey,1959,1962,,3550,119,12.5,33.0,,Minor
usn_dd_gearing_fram2,vessels,Vessel,"ASW,ASuW_Gun",VariantReference,19,"Default,Variant1-18",US|Turkey,1959,1965,,3550,119,12.5,33.0,,Minor
usn_dd_gearing_fram2_mod,vessels,Vessel,"ASuW,ASuW_Gun",VariantReference,3,"Default,Variant1,Variant2",Vietnam,1945,1945,,3550,119,12.5,33.0,,Minor
usn_dd_spruance,vessels,Vessel,"ASW,ASuW",VariantReference,32,"Default,Variant1-31",US,1975,1983,,8040,172,16.8,32.0,,Minor
usn_dd_spruance_abl,vessels,Vessel,"ASW,ASuW",VariantReference,8,"Default,Variant1-7",US,1975,1986,"Default,AntiShip,LandAttack",8040,172,16.8,32.0,,Minor
usn_ddg_adams_early,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,14,"Default,Variant1-13",US,1980,1980,,4526,133,14,33.0,,Minor
usn_ddg_adams_early_68,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,14,"Default,Variant1-13",US,1960,1962,,4526,133,14,33.0,,Minor
usn_ddg_adams_late,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,11,"Default,Variant1-10",US,1980,1980,"Default,Late",4526,133,14,33.0,,Minor
usn_ddg_adams_late_68,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,11,"Default,Variant1-10",US,1962,1964,,4526,133,14,33.0,,Minor
usn_ddg_coontz,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,11,"Default,Variant1-10",US,1975,1975,"Default,Late",6120,156,16,33.0,,Minor
usn_ddg_coontz_68,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,11,"Default,Variant1-10",US,1968,1968,,6120,156,16,33.0,,Minor
usn_ddg_kidd,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,5,"Default,Variant1-4",US,1981,1982,"Default,Late",9630,172,17,32.0,,Minor
usn_ddg_mahan,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,2,"Default,Variant1",US,1980,1980,,6120,156,16,33.0,,Minor
usn_ff_garcia,vessels,Vessel,"ASW,ASuW_Gun",VariantReference,11,"Default,Variant1-10",US,1964,1968,,3400,126.4,13.4,29.0,,None
usn_ff_knox,vessels,Vessel,"ASW,ASuW_Gun",VariantReference,47,"Default,Variant1-46",US,1979,1983,"Default,Late",4130,134,14.3,27.0,,None
usn_ff_knox_72,vessels,Vessel,"ASW,ASuW_Gun",VariantReference,32,"Default,Variant1-31",US,1969,1972,,4130,134,14.3,27.0,,None
usn_ff_knox_84,vessels,Vessel,"ASW,ASuW_Gun",VariantReference,47,"Default,Variant1-46",US,1983,1984,,4130,134,14.3,27.0,,None
usn_ffg_brooke,vessels,Vessel,"ASW,ASuW_Gun",VariantReference,7,"Default,Variant1-6",US,1972,1972,,3400,126.4,13.4,29.0,,None
usn_ffg_oliver_hazard_perry,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,26,"Default,Variant1-25",US,1977,1983,"Default,Late",4100,136,14,29.0,,None
usn_ffg_oliver_hazard_perry_longhull,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,31,"Default,Variant1-30",US,1977,1989,"Early,Default,Late",4100,136,14,29.0,,None
usn_lha_tarawa,vessels,Vessel,"Landing,CVS",VariantReference,6,"Default,Variant1-5",US,1976,1980,,39000,254,40,24.0,,Minor
usn_lka_charleston,vessels,Vessel,Landing,VariantReference,6,"Default,Variant1-5",US,1968,1970,AmphibiousAssault,18500,176,25,20.0,,None
usn_lpd_austin,vessels,Vessel,Landing,VariantReference,13,"Default,Variant1-12",US,1965,1971,MilitaryVehicles,16900,167,26,21.0,,None
usn_lsm_lsm1,vessels,Vessel,Landing,VariantReference,15,"Default,Variant1-14",US,1944,1944,MilitaryVehicles,540,60,10,13,,None
usn_lst_newport,vessels,Vessel,Landing,VariantReference,21,"Default,Variant1-20",US,1969,1972,MilitaryVehicles,8470,159,21.2,22.0,,None
usn_msc_adjutant,vessels,Vessel,MineSweep,VariantReference,2,"Default,Variant1",US|Belgium,1953,1953,,400,42,8.2,14.0,,None
usn_mso_aggressive,vessels,Vessel,MineSweep,VariantReference,56,"Default,Variant1-55",US|Vietnam,1953,1953,,850,52,11,14.0,,None
usn_pb_pgm-39,vessels,Vessel,FAC,VariantReference,20,"Default,Variant1-19",South_Vietnam,1959,1959,,150,31,6.6,22,,Medium
usn_phm_pegasus,vessels,Vessel,FAC,VariantReference,7,"Default,Variant1-6",US,1977,1982,,241,34.2,6.8,48,,None
usn_septar_qst-35,vessels,Vessel,FAC,VariantReference,3,"Default,Variant1,Variant2",Unknown|US|Soviet,1980,1980,,1,18,4,20,"-5,0,4,6,8,10,20",Medium
usn_septar_qst-35_small,vessels,Vessel,FAC,VariantReference,3,"Default,Variant1,Variant2",Unknown|US|Soviet,1980,1980,,1,18,4,20,"-5,0,4,6,8,10,20",Medium
usn_ssbn_franklin,vessels,Submarine,SSBN,VariantReference,13,"Default,Variant1-12",US,1965,1967,"Default,Early",8250,130,10,21.0,"-7,0,5,10,15,18,21",None
usn_ssbn_james_madison,vessels,Submarine,SSBN,VariantReference,11,"Default,Variant1-10",US,1964,1964,"Default,Early",8250,130,10,21.0,"-7,0,5,10,15,18,21",None
usn_ssbn_lafayette,vessels,Submarine,SSBN,VariantReference,10,"Default,Variant1-9",US,1963,1964,"Default,Early",8250,130,10,21.0,"-7,0,5,10,15,18,21",None
usn_ssn_los_angeles,vessels,Submarine,SSN,VariantReference,32,"Default,Variant1-31",US,1981,1987,"Default,Late",6920,110,10,35.0,"-7,0,5,10,15,20,35",None
usn_ssn_los_angeles_76,vessels,Submarine,SSN,VariantReference,13,"Default,Variant1-12",US,1976,1981,"Default,Late",6920,110,10,35.0,"-7,0,5,10,15,20,35",None
usn_ssn_permit,vessels,Submarine,SSN,VariantReference,14,"Default,Variant1-13",US,1962,1968,,4300,84.9,9.6,29.0,"-7,0,5,10,15,20,29",None
usn_ssn_permit_68,vessels,Submarine,SSN,VariantReference,14,"Default,Variant1-13",US,1962,1968,"Default,Late",4300,84.9,9.6,29.0,"-7,0,5,10,15,20,29",None
usn_ssn_skipjack,vessels,Submarine,SSN,VariantReference,6,"Default,Variant1-5",US,1972,1972,,3500,76,9.6,28.0,"-7,0,5,10,15,20,28",None
usn_ssn_skipjack_68,vessels,Submarine,SSN,VariantReference,7,"Default,Variant1-6",US,1959,1961,,3500,76,9.6,28.0,"-7,0,5,10,15,20,28",None
usn_ssn_sturgeon,vessels,Submarine,SSN,VariantReference,38,"Default,Variant1-37",US,1966,1975,,4640,89,9.6,26.0,"-7,0,5,10,15,20,26",None
usn_ssn_sturgeon_72,vessels,Submarine,SSN,VariantReference,29,"Default,Variant1-28",US,1966,1972,"Default,Late",4640,89,9.6,26.0,"-7,0,5,10,15,20,26",None
usn_takr_algol,vessels,Vessel,Transport,VariantReference,9,"Default,Variant1-8",US,1981,1982,MilitaryVehicles,55000,288,32,33.0,,None
wp_agi_okean,vessels,Vessel,Spy,VariantReference,11,"Default,Variant1-10",Soviet,,,"Default,Late",726,50.8,8.8,11,,None
wp_agi_okean_mod,vessels,Vessel,Spy,VariantReference,6,"Default,Variant1-5",Soviet,,,,726,50.8,8.8,11,,None
wp_bdk_alligator,vessels,Vessel,Landing,VariantReference,15,"Default,Variant1-14",Soviet,,,MilitaryVehicles,4950,113,15.6,18,,None
wp_bdk_ivan_rogov,vessels,Vessel,Landing,VariantReference,3,"Default,Variant1,Variant2",Soviet,,,MilitaryVehicles,11730,157.5,23.7,17,,None
wp_bdk_ropucha,vessels,Vessel,Landing,VariantReference,27,"Default,Variant1-26",Soviet,,,MilitaryVehicles,4080,113,15,17,,None
wp_bpk_kanin,vessels,Vessel,"AAW,ASW",VariantReference,9,"Default,Variant1-8",Soviet,1960,1961,"Default,Late",4500,141,14.8,34.0,,None
wp_bpk_kara,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,7,"Default,Variant1-6",Soviet,1971,1979,,8530,173.4,18.5,32.0,,None
wp_bpk_kashin,vessels,Vessel,"AAW,ASW",VariantReference,20,"Default,Variant1-19",Soviet,1962,1972,"Default,Early",4300,144,15.8,34.0,,None
wp_bpk_kashin_mod,vessels,Vessel,"AAW,ASW",VariantReference,7,"Default,Variant1-6",Soviet,1964,1973,,4300,146,15.8,34.0,,None
wp_bpk_kresta2,vessels,Vessel,"AAW,ASW,ASuW",VariantReference,11,"Default,Variant1-10",Soviet,1969,1977,,7535,159,16.8,32.0,,None
wp_bpk_udaloy,vessels,Vessel,"ASW,ASuW",VariantReference,13,"Default,Variant1-12",Soviet,1980,1992,,7570,163,19,32.0,,None
wp_cv_orel,vessels,Vessel,"Carrier,ASuW_VLR",VariantReference,4,"Default,Variant1-3",Soviet,1982,1988,,80000,330,70,30,,Minor
wp_em_sovremenny,vessels,Vessel,"ASuW,AAW",VariantReference,17,"Default,Variant1-16",Soviet,1980,1992,,7940,156.5,17.2,33.0,,None
wp_kr_sverdlov,vessels,Vessel,NGFS,VariantReference,12,"Default,Variant1-11",Soviet,1952,1955,,16640,210,22,32.0,,Moderate
wp_mpk_grisha3,vessels,Vessel,ASW,VariantReference,35,"Default,Variant1-34",Soviet,1970,1970,,990,71.1,10.2,32.0,,None
wp_mrk_nanuchka,vessels,Vessel,ASuW,VariantReference,25,"Default,Variant1-24",Soviet|Libya|Algeria,1970,1970,,700,59.3,11.8,38.5,,None
wp_ms_andizhan_armed,vessels,Vessel,Merchant,VariantReference,5,"Default,Variant1-4",Soviet|Vietnam,,,"Munitions,MilitaryVehicles,DryCargo,Vehicles,Fertilizer,Ore",4375,,,13.5,,None
wp_ms_mercur_decoy,vessels,Vessel,Merchant,VariantReference,11,"Default,Variant1-10",Soviet,1975,1975,"Default,Kiev,Kirov,Udaloy,Sovremenny,Sverdlov,Kynda,KrestaI,KrestaII,Kara,Petya,KrivakI,KrivakII",30000,169.6,25.4,19.0,,None
wp_ms_roro_b,vessels,Vessel,CVL,VariantReference,5,"Default,Variant1-4",Soviet,,,Default,6000,139.6,19.2,20,,None
wp_msc_T43,vessels,Vessel,Minesweep,VariantReference,2,"Default,Variant1",Soviet,1950,1950,,590,59,8.4,21.0,,None
wp_msc_T43K,vessels,Vessel,Minesweep,VariantReference,2,"Default,Variant1",Soviet,1960,1960,,590,59,8.4,21.0,,None
wp_msc_kondor,vessels,Vessel,Minesweep,VariantReference,22,"Default,Variant1-21",DDR,1969,1969,,339,51.98,7.12,21.0,,Minor
wp_msc_kondor_II,vessels,Vessel,Minesweep,VariantReference,29,"Default,Variant1-28",DDR,1971,1971,,449,59.52,7.76,18.0,,Minor
wp_msc_kondor_II_85,vessels,Vessel,Minesweep,VariantReference,29,"Default,Variant1-28",DDR,1985,1985,,449,59.52,7.76,18.0,,Minor
wp_pb_don,vessels,Vessel,Landing,VariantReference,8,"Default,Variant1-7",Soviet,1958,1962,Munitions,5100,113,15.6,18,,None
wp_pb_zhuk,vessels,Vessel,FAC,VariantReference,23,"Default,Variant1-22",Soviet,1969,1969,,39,24,5,30.0,,None
wp_pb_zhuk_ME,vessels,Vessel,FAC,VariantReference,51,"Default,Variant1-50",Soviet|Cuba|Syria|Iraq|Vietnam,1969,1969,,39,24,5,30.0,,None
wp_pkr_moskva,vessels,Vessel,CVS,VariantReference,3,"Default,Variant1,Variant2",Soviet,1967,1969,,15280,189,34,29.0,,None
wp_pt_libelle,vessels,Vessel,FAC,VariantReference,32,"Default,Variant1-31",DDR,1974,1974,,35,19,4.4,48,,None
wp_pt_p4,vessels,Vessel,FAC,VariantReference,2,"Default,Variant1",Soviet,1944,1944,,23,18.7,3.4,55.0,,Light
wp_pt_p6,vessels,Vessel,FAC,VariantReference,90,"Default,Variant1-89",Soviet|Iraq|Poland|Syria|Vietnam|DDR|Egypt|Cuba,1949,1949,,77,25.5,6.2,47.0,,None
wp_pt_shershen,vessels,Vessel,FAC,VariantReference,72,"Default,Variant1-71",Soviet|Egypt|DDR|Vietnam,1960,1960,,161,34.2,6.8,38.5,,None
wp_pt_shershen-e,vessels,Vessel,FAC,VariantReference,5,"Default,Variant1-4",Egypt,1960,1960,,161,34.2,6.8,38.5,,None
wp_pt_shershen-er,vessels,Vessel,FAC,VariantReference,2,"Default,Variant1",Egypt,1960,1960,,161,34.2,6.8,38.5,,None
wp_pt_stenka,vessels,Vessel,ASW,VariantReference,41,"Default,Variant1-40",Soviet,1967,1967,,245,37.5,7.64,38,,Light
wp_pt_turya,vessels,Vessel,FAC,VariantReference,29,"Default,Variant1-28",Soviet|Cuba|Vietnam,1972,1972,,250,34.2,6.8,44,,None
