alias,category,weapon_system,system_name,weapon_type,magazine,ammo_slot,ammo,count
plan_k_type_037,vessels,WeaponSystem2+WeaponSystem3,57mm_Type66,Gun,WeaponMagazine_57mm,Ammunition1,wp_cal_57mm,3200
plan_k_type_037,vessels,WeaponSystem4,25mm_2M-3,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_25mm,2600
plan_k_type_037,vessels,WeaponSystem5,25mm_2M-3,CIWS,WeaponMagazineCIWS_2,Ammunition1,wp_cal_25mm,2600
plan_k_type_037,vessels,WeaponSystem1,Soviet_DC,RBU,WeaponMagazine_DC,Ammunition1,wp_dc_shell,18
plan_lst_yukan,vessels,WeaponSystem1+WeaponSystem2,57mm_Type66,Gun,WeaponMagazine_57mm_1,Ammunition1,wp_cal_57mm,1100
plan_lst_yukan,vessels,WeaponSystem3+WeaponSystem4,57mm_Type66,Gun,WeaponMagazine_57mm_2,Ammunition1,wp_cal_57mm,1100
plan_lst_yukan,vessels,WeaponSystem5+WeaponSystem6,25mm_2M-3,CIWS,WeaponMagazine25mm_fwd,Ammunition1,wp_cal_25mm,1300
plan_lst_yukan,vessels,WeaponSystem7+WeaponSystem8,25mm_2M-3,CIWS,WeaponMagazine25mm_rear,Ammunition1,wp_cal_25mm,1300
plan_msc_type_010,vessels,WeaponSystem1,Soviet_DC,RBU,WeaponMagazine_DC,Ammunition1,wp_dc_shell,24
plan_msc_type_010,vessels,WeaponSystem2+WeaponSystem3,37mm_Type61,Gun,WeaponMagazine_37mm,Ammunition1,wp_cal_37mm,2000
plan_msc_type_010,vessels,WeaponSystem4+WeaponSystem5+WeaponSystem6+WeaponSystem7,25mm_2M-3,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_25mm,2600
plan_pt_shanghai2,vessels,WeaponSystem6,FQF-1200,RBU,WeaponMagazine_RBU1200_front,Ammunition1,wp_rgb-12,30
plan_pt_shanghai2,vessels,WeaponSystem7,FQF-1200,RBU,WeaponMagazine_RBU1200_rear,Ammunition1,wp_rgb-12,30
plan_pt_shanghai2,vessels,WeaponSystem2+WeaponSystem3,37mm_Type61,Gun,WeaponMagazine_37mm,Ammunition1,wp_cal_37mm,3200
plan_pt_shanghai2,vessels,WeaponSystem4,25mm_2M-3,CIWS,WeaponMagazineCIWS_1,Ammunition1,wp_cal_25mm,1600
plan_pt_shanghai2,vessels,WeaponSystem5,25mm_2M-3,CIWS,WeaponMagazineCIWS_2,Ammunition1,wp_cal_25mm,1600
plan_pt_shanghai2,vessels,WeaponSystem1,Soviet_DC,RBU,WeaponMagazine_DC,Ammunition1,wp_dc_shell,18
plan_pt_shanghai2b,vessels,WeaponSystem2,37mm_Type61,Gun,WeaponMagazine_37mm_front,Ammunition1,wp_cal_37mm,1600
plan_pt_shanghai2b,vessels,WeaponSystem3,37mm_Type61,Gun,WeaponMagazine_37mm_rear,Ammunition1,wp_cal_37mm,1600
plan_pt_shanghai2b,vessels,WeaponSystem4,25mm_2M-3,CIWS,WeaponMagazineCIWS_1,Ammunition1,wp_cal_25mm,1500
plan_pt_shanghai2b,vessels,WeaponSystem5,25mm_2M-3,CIWS,WeaponMagazineCIWS_2,Ammunition1,wp_cal_25mm,1400
plan_pt_shanghai2b,vessels,WeaponSystem1,Soviet_DC,RBU,WeaponMagazine_DC,Ammunition1,wp_dc_shell,18
plan_ptg_type_024,vessels,WeaponSystem2,25mm_2M-3,CIWS,WeaponMagazineCIWS,Ammunition1,wp_cal_25mm,1600
plan_ss_romeo,vessels,WeaponSystem1+WeaponSystem2+WeaponSystem3+WeaponSystem4+WeaponSystem5+WeaponSystem6,NTA_533mm,Torpedo,WeaponMagazine_533mm_Fore,Ammunition1,plan_yu-1,12
plan_ss_romeo,vessels,,,,WeaponMagazine_533mmLate_Fore,Ammunition1,plan_yu-1g,8
plan_ss_romeo,vessels,,,,WeaponMagazine_533mmLate_Fore,Ammunition2,plan_yu-1,4
plan_ss_romeo,vessels,WeaponSystem7+WeaponSystem8,NTA_533mm,Torpedo,WeaponMagazine_533mm_Aft,Ammunition1,plan_yu-1,2
plan_ss_romeo,vessels,WeaponSystem9+WeaponSystem10,VIPS_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,wp_noisemaker,20
plan_ssg_wuhan,vessels,WeaponSystem4+WeaponSystem5+WeaponSystem6+WeaponSystem7+WeaponSystem8+WeaponSystem9,NTA_533mm,Torpedo,WeaponMagazine_533mm_Fore,Ammunition1,plan_yu-1g,8
plan_ssg_wuhan,vessels,WeaponSystem4+WeaponSystem5+WeaponSystem6+WeaponSystem7+WeaponSystem8+WeaponSystem9,NTA_533mm,Torpedo,WeaponMagazine_533mm_Fore,Ammunition2,plan_yu-1,4
plan_ssg_wuhan,vessels,WeaponSystem10+WeaponSystem11,NTA_533mm,Torpedo,WeaponMagazine_533mm_Aft,Ammunition1,plan_yu-1,2
plan_ssg_wuhan,vessels,WeaponSystem12+WeaponSystem13,VIPS_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,wp_noisemaker,20
plan_ssn_han,vessels,WeaponSystem7+WeaponSystem8,VIPS_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,wp_noisemaker,20
pns_ss_hangor,vessels,WeaponSystem13+WeaponSystem14,VIPS_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,wp_noisemaker,20
pns_ss_hashmat,vessels,WeaponSystem5+WeaponSystem6,VIPS_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,wp_noisemaker,20
ran_ddg_perth,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13,Ammunition1,usn_rim-66b,40
ran_ddg_perth,vessels,,,,WeaponMagazineMK13Early,Ammunition1,usn_rim-24b,40
ran_ddg_perth,vessels,,,,WeaponMagazineMK13Late,Ammunition1,usn_rim-66e,34
ran_ddg_perth,vessels,,,,WeaponMagazineMK13Late,Ammunition2,usn_rgm-84c,6
ran_ddg_perth,vessels,WeaponSystem2+WeaponSystem3,Ikara,Missile,WeaponMagazineIkara,Ammunition1,ran_ikara,20
ran_ddg_perth,vessels,WeaponSystem6,MK42,Gun,WeaponMagazineMK42_1,Ammunition1,usn_cal_127mm,600
ran_ddg_perth,vessels,WeaponSystem7,MK42,Gun,WeaponMagazineMK42_2,Ammunition1,usn_cal_127mm,600
ran_ddg_perth,vessels,WeaponSystem8,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
ran_ffg_adelaide_shorthull,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13,Ammunition1,usn_rgm-84a,6
ran_ffg_adelaide_shorthull,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13,Ammunition2,usn_rim-66b,34
ran_ffg_adelaide_shorthull,vessels,,,,WeaponMagazineMK13Late,Ammunition1,usn_rgm-84c,6
ran_ffg_adelaide_shorthull,vessels,,,,WeaponMagazineMK13Late,Ammunition2,usn_rim-66e,34
ran_ffg_adelaide_shorthull,vessels,WeaponSystem4,MK75,Gun,WeaponMagazineMK75,Ammunition1,usn_cal_76mm,450
ran_ffg_adelaide_shorthull,vessels,WeaponSystem2+WeaponSystem3,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_ship,16
ran_ffg_adelaide_shorthull,vessels,WeaponSystem5,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
ran_ffg_adelaide_shorthull,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
ran_ss_oberon,vessels,WeaponSystem9+WeaponSystem10,VIPS_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,wp_noisemaker,20
rcn_ss_oberon,vessels,WeaponSystem9+WeaponSystem10,VIPS_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,wp_noisemaker,20
rn_dd_battle,vessels,WeaponSystem1,Squid,RBU,WeaponMagazine_Squid,Ammunition1,rn_squid_shell,24
rn_dd_battle,vessels,WeaponSystem4,QF45_Dual,Gun,WeaponMagazineQF45_1,Ammunition1,rn_cal_113mm,600
rn_dd_battle,vessels,WeaponSystem5,QF45_Dual,Gun,WeaponMagazineQF45_2,Ammunition1,rn_cal_113mm,600
rn_dd_battle,vessels,WeaponSystem6+WeaponSystem7+WeaponSystem8+WeaponSystem9+WeaponSystem10+WeaponSystem11+WeaponSystem12+WeaponSystem13+WeaponSystem14+WeaponSystem15,Bofors_L/60_dual,Gun,WeaponMagazineBofors,Ammunition1,usn_cal_40mm,16200
rn_dd_c-class,vessels,WeaponSystem1+WeaponSystem2,Squid,RBU,WeaponMagazine_Squid,Ammunition1,rn_squid_shell,48
rn_dd_c-class,vessels,WeaponSystem4,QF45,Gun,WeaponMagazineQF45_1,Ammunition1,rn_cal_113mm,400
rn_dd_c-class,vessels,WeaponSystem5,QF45,Gun,WeaponMagazineQF45_2,Ammunition1,rn_cal_113mm,400
rn_dd_c-class,vessels,WeaponSystem6,QF45,Gun,WeaponMagazineQF45_3,Ammunition1,rn_cal_113mm,400
rn_dd_c-class,vessels,WeaponSystem7,Bofors_L/60_dual,Gun,WeaponMagazineBofors,Ammunition1,usn_cal_40mm,2400
rn_dd_c-class,vessels,WeaponSystem8,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
rn_dd_z-class,vessels,WeaponSystem3,QF45,Gun,WeaponMagazineGun_1,Ammunition1,rn_cal_113mm,400
rn_dd_z-class,vessels,WeaponSystem4,QF45,Gun,WeaponMagazineGun_2,Ammunition1,rn_cal_113mm,400
rn_dd_z-class,vessels,WeaponSystem5,QF45,Gun,WeaponMagazineGun_3,Ammunition1,rn_cal_113mm,400
rn_dd_z-class,vessels,WeaponSystem6,QF45,Gun,WeaponMagazineGun_4,Ammunition1,rn_cal_113mm,400
rn_dd_z-class,vessels,WeaponSystem7,Bofors_L60,Gun,WeaponMagazineBofors_1,Ammunition1,usn_cal_40mm,2400
rn_dd_z-class,vessels,WeaponSystem9,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ae_kilauea,vessels,WeaponSystem1,MK33,Gun,WeaponMagazineMK33_1,Ammunition1,usn_cal_3in50,600
usn_ae_kilauea,vessels,WeaponSystem2,MK33,Gun,WeaponMagazineMK33_2,Ammunition1,usn_cal_3in50,600
usn_ae_kilauea,vessels,WeaponSystem3+WeaponSystem4,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_ao_t2,vessels,WeaponSystem1,Bofors_L/60_MkIX,Gun,WeaponMagazine_Bofors,Ammunition1,usn_cal_40mm,1200
usn_aoe_sacramento,vessels,WeaponSystem1,MK29,Missile,WeaponMagazine_SAM,Ammunition1,usn_rim-7m,24
usn_aoe_sacramento,vessels,WeaponSystem2+WeaponSystem3,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_avp_barnegat,vessels,WeaponSystem1,MK30,Gun,WeaponMagazineMK30,Ammunition1,usn_cal_5in38,450
usn_avp_barnegat,vessels,WeaponSystem2,Bofors_L60,Gun,WeaponMagazine_Bofors,Ammunition1,usn_cal_40mm,3200
usn_avp_barnegat,vessels,WeaponSystem3,50BMG,CIWS,WeaponMagazineGun_left,Ammunition1,usn_cal_05in,6500
usn_avp_barnegat,vessels,WeaponSystem4,50BMG,CIWS,WeaponMagazineGun_right,Ammunition1,usn_cal_05in,6500
usn_avp_barnegat,vessels,WeaponSystem5,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,8
usn_avp_barnegat_mod,vessels,WeaponSystem3,MK30,Gun,WeaponMagazineMK30,Ammunition1,usn_cal_5in38,450
usn_avp_barnegat_mod,vessels,WeaponSystem4,Bofors_L60,Gun,WeaponMagazine_Bofors,Ammunition1,usn_cal_40mm,3200
usn_avp_barnegat_mod,vessels,WeaponSystem5,50BMG,CIWS,WeaponMagazineGun_left,Ammunition1,usn_cal_05in,6500
usn_avp_barnegat_mod,vessels,WeaponSystem6,50BMG,CIWS,WeaponMagazineGun_right,Ammunition1,usn_cal_05in,6500
usn_avp_barnegat_mod,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,8
usn_bb_iowa,vessels,WeaponSystem13,MK7_Gun,Gun,WeaponMagazine_406mm_1,Ammunition1,usn_cal_406mm,390
usn_bb_iowa,vessels,WeaponSystem14,MK7_Gun,Gun,WeaponMagazine_406mm_2,Ammunition1,usn_cal_406mm,460
usn_bb_iowa,vessels,WeaponSystem15,MK7_Gun,Gun,WeaponMagazine_406mm_3,Ammunition1,usn_cal_406mm,370
usn_bb_iowa,vessels,WeaponSystem16,MK28,Gun,WeaponMagazine_127mm_1,Ammunition1,usn_cal_5in38,450
usn_bb_iowa,vessels,WeaponSystem17,MK28,Gun,WeaponMagazine_127mm_2,Ammunition1,usn_cal_5in38,450
usn_bb_iowa,vessels,WeaponSystem18,MK28,Gun,WeaponMagazine_127mm_3,Ammunition1,usn_cal_5in38,450
usn_bb_iowa,vessels,WeaponSystem19,MK28,Gun,WeaponMagazine_127mm_4,Ammunition1,usn_cal_5in38,450
usn_bb_iowa,vessels,WeaponSystem20,MK28,Gun,WeaponMagazine_127mm_5,Ammunition1,usn_cal_5in38,450
usn_bb_iowa,vessels,WeaponSystem21,MK28,Gun,WeaponMagazine_127mm_6,Ammunition1,usn_cal_5in38,450
usn_bb_iowa,vessels,WeaponSystem22+WeaponSystem23,MK15,CIWS,WeaponMagazineCIWS_1,Ammunition1,usn_cal_20mm,20000
usn_bb_iowa,vessels,WeaponSystem24+WeaponSystem25,MK15,CIWS,WeaponMagazineCIWS_2,Ammunition1,usn_cal_20mm,20000
usn_bb_iowa,vessels,WeaponSystem26,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_cg_belknap,vessels,WeaponSystem1,MK10,Missile,WeaponMagazineMK10,Ammunition1,usn_rim-67b,40
usn_cg_belknap,vessels,WeaponSystem1,MK10,Missile,WeaponMagazineMK10,Ammunition2,usn_rur-5,20
usn_cg_belknap,vessels,WeaponSystem4+WeaponSystem5,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_mod5_ship,16
usn_cg_belknap,vessels,WeaponSystem6,MK42,Gun,WeaponMagazineMK42,Ammunition1,usn_cal_127mm,600
usn_cg_belknap,vessels,WeaponSystem7+WeaponSystem8,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_cg_belknap,vessels,WeaponSystem9,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_cg_belknap_72,vessels,WeaponSystem1,MK10,Missile,WeaponMagazineMK10,Ammunition1,usn_rim-2f,40
usn_cg_belknap_72,vessels,WeaponSystem1,MK10,Missile,WeaponMagazineMK10,Ammunition2,usn_rur-5,20
usn_cg_belknap_72,vessels,,,,WeaponMagazineMK10Late,Ammunition1,usn_rim-67a,40
usn_cg_belknap_72,vessels,,,,WeaponMagazineMK10Late,Ammunition2,usn_rur-5,20
usn_cg_belknap_72,vessels,WeaponSystem2+WeaponSystem3,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_ship,16
usn_cg_belknap_72,vessels,WeaponSystem4,MK42,Gun,WeaponMagazineMK42,Ammunition1,usn_cal_127mm,600
usn_cg_belknap_72,vessels,WeaponSystem5+WeaponSystem6,MK34,Gun,WeaponMagazineMk34,Ammunition1,usn_cal_3in50,3000
usn_cg_belknap_72,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_cg_leahy,vessels,WeaponSystem1,MK10,Missile,WeaponMagazineMK10_1,Ammunition1,usn_rim-67b,40
usn_cg_leahy,vessels,WeaponSystem2,MK10,Missile,WeaponMagazineMK10_2,Ammunition1,usn_rim-67b,40
usn_cg_leahy,vessels,WeaponSystem6+WeaponSystem7,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_mod5_ship,16
usn_cg_leahy,vessels,WeaponSystem8+WeaponSystem9,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_cg_leahy,vessels,WeaponSystem10,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_cg_leahy_68,vessels,WeaponSystem1,MK10,Missile,WeaponMagazineMK10_1,Ammunition1,usn_rim-2f,40
usn_cg_leahy_68,vessels,WeaponSystem2,MK10,Missile,WeaponMagazineMK10_2,Ammunition1,usn_rim-2f,40
usn_cg_leahy_68,vessels,,,,WeaponMagazineMK10Late_1,Ammunition1,usn_rim-67a,40
usn_cg_leahy_68,vessels,,,,WeaponMagazineMK10Late_2,Ammunition1,usn_rim-67a,40
usn_cg_leahy_68,vessels,WeaponSystem4+WeaponSystem5,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk44_ship,16
usn_cg_leahy_68,vessels,,,,WeaponMagazineTorpedoLate,Ammunition1,usn_mk46_ship,16
usn_cg_leahy_68,vessels,WeaponSystem6+WeaponSystem7,MK33,Gun,WeaponMagazineMK33,Ammunition1,usn_cal_76mm,3000
usn_cg_leahy_68,vessels,WeaponSystem8,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_cg_ticonderoga,vessels,WeaponSystem1,MK26,Missile,WeaponMagazineMK26_1,Ammunition1,usn_rim-66c,24
usn_cg_ticonderoga,vessels,WeaponSystem1,MK26,Missile,WeaponMagazineMK26_1,Ammunition2,usn_rur-5,20
usn_cg_ticonderoga,vessels,WeaponSystem2,MK26,Missile,WeaponMagazineMK26_2,Ammunition1,usn_rim-66c,44
usn_cg_ticonderoga,vessels,,,,WeaponMagazineMK26Late_1,Ammunition1,usn_rim-66g,36
usn_cg_ticonderoga,vessels,,,,WeaponMagazineMK26Late_1,Ammunition2,usn_rur-5,8
usn_cg_ticonderoga,vessels,,,,WeaponMagazineMK26Late_2,Ammunition1,usn_rim-66g,44
usn_cg_ticonderoga,vessels,WeaponSystem5+WeaponSystem6,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_mod5_ship,16
usn_cg_ticonderoga,vessels,WeaponSystem7,MK45,Gun,WeaponMagazineMK45_1,Ammunition1,usn_cal_127mm,600
usn_cg_ticonderoga,vessels,WeaponSystem8,MK45,Gun,WeaponMagazineMK45_2,Ammunition1,usn_cal_127mm,600
usn_cg_ticonderoga,vessels,WeaponSystem9+WeaponSystem10,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_cg_ticonderoga,vessels,WeaponSystem11,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_cgn_alaska,vessels,WeaponSystem1,MK26,Missile,WeaponMagazineMK26_1,Ammunition1,usn_rim-66c,52
usn_cgn_alaska,vessels,WeaponSystem1,MK26,Missile,WeaponMagazineMK26_1,Ammunition2,usn_rur-5,12
usn_cgn_alaska,vessels,WeaponSystem2,MK26,Missile,WeaponMagazineMK26_2,Ammunition1,usn_rim-66c,52
usn_cgn_alaska,vessels,WeaponSystem2,MK26,Missile,WeaponMagazineMK26_2,Ammunition2,usn_rur-5,12
usn_cgn_alaska,vessels,,,,WeaponMagazineMK26Late_1,Ammunition1,usn_rim-66g,60
usn_cgn_alaska,vessels,,,,WeaponMagazineMK26Late_1,Ammunition2,usn_rur-5,4
usn_cgn_alaska,vessels,,,,WeaponMagazineMK26Late_2,Ammunition1,usn_rim-66g,60
usn_cgn_alaska,vessels,,,,WeaponMagazineMK26Late_2,Ammunition2,usn_rur-5,4
usn_cgn_alaska,vessels,WeaponSystem11,MK71_Gun,Gun,WeaponMagazineMK71,Ammunition1,usn_cal_203mm_rap,317
usn_cgn_alaska,vessels,WeaponSystem11,MK71_Gun,Gun,WeaponMagazineMK71,Ammunition2,usn_cal_203mm_clgp,158
usn_cgn_alaska,vessels,WeaponSystem9+WeaponSystem10,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_mod5_ship,16
usn_cgn_alaska,vessels,WeaponSystem12+WeaponSystem13,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_cgn_alaska,vessels,WeaponSystem14,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_cgn_california,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13_1,Ammunition1,usn_rim-66b,40
usn_cgn_california,vessels,WeaponSystem2,MK13,Missile,WeaponMagazineMK13_2,Ammunition1,usn_rim-66b,40
usn_cgn_california,vessels,,,,WeaponMagazineMK13Late_1,Ammunition1,usn_rim-66e,40
usn_cgn_california,vessels,,,,WeaponMagazineMK13Late_2,Ammunition1,usn_rim-66e,40
usn_cgn_california,vessels,WeaponSystem5,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,16
usn_cgn_california,vessels,WeaponSystem8,MK45,Gun,WeaponMagazineMK45_1,Ammunition1,usn_cal_127mm,600
usn_cgn_california,vessels,WeaponSystem9,MK45,Gun,WeaponMagazineMK45_2,Ammunition1,usn_cal_127mm,600
usn_cgn_california,vessels,WeaponSystem6+WeaponSystem7,MK32_Mod9_C,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_ship,16
usn_cgn_california,vessels,WeaponSystem10+WeaponSystem11,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_cgn_california,vessels,WeaponSystem12,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_cgn_long_beach_73,vessels,WeaponSystem1,MK10,Missile,WeaponMagazineMK10_1,Ammunition1,usn_rim-2f,80
usn_cgn_long_beach_73,vessels,WeaponSystem2,MK10,Missile,WeaponMagazineMK10_2,Ammunition1,usn_rim-2f,40
usn_cgn_long_beach_73,vessels,,,,WeaponMagazineMK10Late_1,Ammunition1,usn_rim-67a,80
usn_cgn_long_beach_73,vessels,,,,WeaponMagazineMK10Late_2,Ammunition1,usn_rim-67a,40
usn_cgn_long_beach_73,vessels,WeaponSystem3,MK7,Missile,WeaponMagazineTalos,Ammunition1,usn_rim-8,44
usn_cgn_long_beach_73,vessels,WeaponSystem3,MK7,Missile,WeaponMagazineTalos,Ammunition2,usn_rgm-8h,8
usn_cgn_long_beach_73,vessels,WeaponSystem4,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,16
usn_cgn_long_beach_73,vessels,WeaponSystem5+WeaponSystem6,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_ship,16
usn_cgn_long_beach_73,vessels,WeaponSystem7+WeaponSystem8,MK30,Gun,WeaponMagazineMK30_1,Ammunition1,usn_cal_127mm,450
usn_cgn_long_beach_73,vessels,,,,WeaponMagazineMK30_2,Ammunition1,usn_cal_127mm,450
usn_cgn_long_beach_73,vessels,WeaponSystem9,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_cgn_long_beach_83,vessels,WeaponSystem1,MK10,Missile,WeaponMagazineMK10_1,Ammunition1,usn_rim-67b,80
usn_cgn_long_beach_83,vessels,WeaponSystem2,MK10,Missile,WeaponMagazineMK10_2,Ammunition1,usn_rim-67b,40
usn_cgn_long_beach_83,vessels,WeaponSystem7,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,16
usn_cgn_long_beach_83,vessels,WeaponSystem8+WeaponSystem9,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_mod5_ship,16
usn_cgn_long_beach_83,vessels,WeaponSystem10+WeaponSystem11,MK30,Gun,WeaponMagazineMK30_1,Ammunition1,usn_cal_127mm,450
usn_cgn_long_beach_83,vessels,,,,WeaponMagazineMK30_2,Ammunition1,usn_cal_127mm,450
usn_cgn_long_beach_83,vessels,WeaponSystem12+WeaponSystem13,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_cgn_long_beach_83,vessels,WeaponSystem14,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_cgn_virginia,vessels,WeaponSystem1,MK26,Missile,WeaponMagazineMK26_1,Ammunition1,usn_rim-66e,20
usn_cgn_virginia,vessels,WeaponSystem1,MK26,Missile,WeaponMagazineMK26_1,Ammunition2,usn_rur-5,24
usn_cgn_virginia,vessels,WeaponSystem2,MK26,Missile,WeaponMagazineMK26_2,Ammunition1,usn_rim-66e,24
usn_cgn_virginia,vessels,,,,WeaponMagazineMK26Late_1,Ammunition1,usn_rim-66d,36
usn_cgn_virginia,vessels,,,,WeaponMagazineMK26Late_1,Ammunition2,usn_rur-5,8
usn_cgn_virginia,vessels,,,,WeaponMagazineMK26Late_2,Ammunition1,usn_rim-66d,24
usn_cgn_virginia,vessels,WeaponSystem9,MK45,Gun,WeaponMagazineMK45_1,Ammunition1,usn_cal_127mm,600
usn_cgn_virginia,vessels,WeaponSystem10,MK45,Gun,WeaponMagazineMK45_2,Ammunition1,usn_cal_127mm,600
usn_cgn_virginia,vessels,WeaponSystem7+WeaponSystem8,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_mod5_ship,16
usn_cgn_virginia,vessels,WeaponSystem11+WeaponSystem12,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_cgn_virginia,vessels,WeaponSystem13,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_clg_oklahoma_city,vessels,WeaponSystem1,MK7,Missile,WeaponMagazineTalos,Ammunition1,usn_rim-8,32
usn_clg_oklahoma_city,vessels,WeaponSystem1,MK7,Missile,WeaponMagazineTalos,Ammunition2,usn_rgm-8h,8
usn_clg_oklahoma_city,vessels,WeaponSystem2,MK16_Gun,Gun,WeaponMagazine_152mm,Ammunition1,usn_cal_152mm,450
usn_clg_oklahoma_city,vessels,WeaponSystem3,MK28,Gun,WeaponMagazine_127mm,Ammunition1,usn_cal_5in38,450
usn_clg_oklahoma_city,vessels,WeaponSystem4,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_cv_america_79,vessels,WeaponSystem1,MK10,Missile,WeaponMagazineMK10_1,Ammunition1,usn_rim-67a,40
usn_cv_america_79,vessels,WeaponSystem2,MK10,Missile,WeaponMagazineMK10_2,Ammunition1,usn_rim-67a,40
usn_cv_america_79,vessels,WeaponSystem3+WeaponSystem4,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_cv_forrestal_75,vessels,WeaponSystem2,MK25,Missile,WeaponMagazine_MK25_Port,Ammunition1,usn_rim-7,20
