alias,category,variant,nation,service_date,hullnumber
ir_ptg_combattante_II,vessels,Variant10,Iran,1981,iran_p230
ir_ptg_combattante_II,vessels,Variant11,Iran,1981,iran_p231
ir_ptg_combattante_II,vessels,Variant12,Iran,1981,iran_p232
ir_ptg_kaivan,vessels,Default,Iran,1971,iran_201
ir_ptg_kaivan,vessels,Variant1,Iran,1971,iran_201
ir_ptg_kaivan,vessels,Variant2,Iran,1971,iran_202
ir_ptg_kaivan,vessels,Variant3,Iran,1972|1981,iran_203
ir_ptg_kaivan,vessels,Variant4,Iran,1972,iran_204
jmsdf_dd_minegumo,vessels,Default,Japan,1968|1995,transparent
jmsdf_dd_minegumo,vessels,Variant1,Japan,1968|1995,jmsdf_dd-116
jmsdf_dd_minegumo,vessels,Variant2,Japan,1969|1995,jmsdf_dd-117
jmsdf_dd_minegumo,vessels,Variant3,Japan,1970|1995,jmsdf_dd-118
jmsdf_dd_takatsuki,vessels,Default,Japan,1967|2002,transparent
jmsdf_dd_takatsuki,vessels,Variant1,Japan,1967|2002,jmsdf_dd-164
jmsdf_dd_takatsuki,vessels,Variant2,Japan,1968|2003,jmsdf_dd-165
jmsdf_dd_takatsuki,vessels,Variant3,Japan,1969|1995,jmsdf_dd-166
jmsdf_dd_takatsuki,vessels,Variant4,Japan,1970|1996,jmsdf_dd-167
jmsdf_dd_yamagumo,vessels,Default,Japan,1966|1995,transparent
jmsdf_dd_yamagumo,vessels,Variant1,Japan,1966|1995,jmsdf_dd-113
jmsdf_dd_yamagumo,vessels,Variant2,Japan,1966|1995,jmsdf_dd-114
jmsdf_dd_yamagumo,vessels,Variant3,Japan,1967|1998,jmsdf_dd-115
jmsdf_dd_yamagumo,vessels,Variant4,Japan,1972|2003,jmsdf_dd-119
jmsdf_dd_yamagumo,vessels,Variant5,Japan,1974|2005,jmsdf_dd-120
jmsdf_dd_yamagumo,vessels,Variant6,Japan,1978|2005,jmsdf_dd-121
jmsdf_ddg_tachikaze,vessels,Default,Japan,1976|2007,transparent
jmsdf_ddg_tachikaze,vessels,Variant1,Japan,1976|2007,jmsdf_ddg-168
jmsdf_ddg_tachikaze,vessels,Variant2,Japan,1979|2008,jmsdf_ddg-169
jmsdf_ddg_tachikaze,vessels,Variant3,Japan,1983|2010,jmsdf_ddg-170
jmsdf_ddh_haruna,vessels,Default,Japan,1973|2009,transparent
jmsdf_ddh_haruna,vessels,Variant1,Japan,1973|2009,jmsdf_ddh-141
jmsdf_ddh_haruna,vessels,Variant2,Japan,1974|2011,jmsdf_ddh-142
jmsdf_ss_asashio,vessels,Default,Japan,1966|1983,transparent
jmsdf_ss_asashio,vessels,Variant1,Japan,1966|1983,
jmsdf_ss_asashio,vessels,Variant2,Japan,1967|1984,
jmsdf_ss_asashio,vessels,Variant3,Japan,1968|1985,
jmsdf_ss_asashio,vessels,Variant4,Japan,1969|1986,
jmsdf_ss_uzushio,vessels,Default,Japan,1971|1987,transparent
jmsdf_ss_uzushio,vessels,Variant1,Japan,1971|1987,
jmsdf_ss_uzushio,vessels,Variant2,Japan,1972|1988,
jmsdf_ss_uzushio,vessels,Variant3,Japan,1972|1989,
jmsdf_ss_uzushio,vessels,Variant4,Japan,1973|1990,
jmsdf_ss_uzushio,vessels,Variant5,Japan,1974|1991,
jmsdf_ss_uzushio,vessels,Variant6,Japan,1976|1992,
jmsdf_ss_uzushio,vessels,Variant7,Japan,1978|1994,
jmsdf_ss_yushio,vessels,Default,Japan,1980|1996,transparent
jmsdf_ss_yushio,vessels,Variant1,Japan,1980|1996,
jmsdf_ss_yushio,vessels,Variant2,Japan,1981|1997,
jmsdf_ss_yushio,vessels,Variant3,Japan,1982|1999,
jmsdf_ss_yushio,vessels,Variant4,Japan,1983|2001,
jmsdf_ss_yushio,vessels,Variant5,Japan,1984|2001,
jmsdf_ss_yushio,vessels,Variant6,Japan,1985|2000,
jmsdf_ss_yushio,vessels,Variant7,Japan,1986|2004,
jmsdf_ss_yushio,vessels,Variant8,Japan,1987|2005,
jmsdf_ss_yushio,vessels,Variant9,Japan,1988|2006,
jmsdf_ss_yushio,vessels,Variant10,Japan,1989|2006,
knm_ffg_oslo,vessels,Default,Norway,1966|1994,transparent
knm_ffg_oslo,vessels,Variant1,Norway,1966|1994,knm_f300
knm_ffg_oslo,vessels,Variant2,Norway,1967|2005,knm_f301
knm_ffg_oslo,vessels,Variant3,Norway,1966|2006,knm_f302
knm_ffg_oslo,vessels,Variant4,Norway,1967|1998,knm_f303
knm_ffg_oslo,vessels,Variant5,Norway,1968|2007,knm_f304
knm_fs_sleipner,vessels,Default,Norway,1965|1993,transparent
knm_fs_sleipner,vessels,Variant1,Norway,1965|1993,knm_f310
knm_fs_sleipner,vessels,Variant2,Norway,1967|1993,knm_f311
knm_msc_sauda,vessels,Default,Norway,1953|1996,transparent
knm_msc_sauda,vessels,Variant1,Norway,,knm_M311
knm_msc_sauda,vessels,Variant2,Norway,,knm_M312
knm_msc_sauda,vessels,Variant3,Norway,,knm_M313
knm_msc_sauda,vessels,Variant4,Norway,,knm_M314
knm_msc_sauda,vessels,Variant5,Norway,,knm_M315
knm_msc_sauda,vessels,Variant6,Norway,,knm_M316
knm_msc_sauda,vessels,Variant7,Norway,,knm_M317
knm_msc_sauda,vessels,Variant8,Norway,,knm_M331
knm_msc_sauda,vessels,Variant9,Norway,,knm_M332
knm_msc_sauda,vessels,Variant10,Norway,,knm_M334
knm_ptg_hauk,vessels,Default,Norway,1977|2008,transparent
knm_ptg_hauk,vessels,Variant1,Norway,1977|2008,
knm_ptg_hauk,vessels,Variant2,Norway,1979|2008,
knm_ptg_hauk,vessels,Variant3,Norway,1979|2008,
knm_ptg_hauk,vessels,Variant4,Norway,1979|2008,
knm_ptg_hauk,vessels,Variant5,Norway,1979|2008,
knm_ptg_hauk,vessels,Variant6,Norway,1979|2008,
knm_ptg_hauk,vessels,Variant7,Norway,1979|2008,
knm_ptg_hauk,vessels,Variant8,Norway,1980|2008,
knm_ptg_hauk,vessels,Variant9,Norway,1980|2008,
knm_ptg_hauk,vessels,Variant10,Norway,1980|2008,
knm_ptg_hauk,vessels,Variant11,Norway,1980|2008,
knm_ptg_hauk,vessels,Variant12,Norway,1980|2008,
knm_ptg_hauk,vessels,Variant13,Norway,1980|2008,
knm_ptg_hauk,vessels,Variant14,Norway,1980|2008,
knm_ptg_snogg,vessels,Default,Norway,1970|1995,transparent
knm_ptg_snogg,vessels,Variant1,Norway,,transparent
knm_ptg_snogg,vessels,Variant2,Norway,,transparent
knm_ptg_snogg,vessels,Variant3,Norway,,transparent
knm_ptg_snogg,vessels,Variant4,Norway,,transparent
knm_ptg_snogg,vessels,Variant5,Norway,,transparent
knm_ptg_snogg,vessels,Variant6,Norway,,transparent
knm_ss_kobben,vessels,Default,Norway,1965|2000,transparent
knm_ss_kobben,vessels,Variant1,Norway,,transparent
knm_ss_kobben,vessels,Variant2,Norway,,transparent
knm_ss_kobben,vessels,Variant3,Norway,,transparent
knm_ss_kobben,vessels,Variant4,Norway,,transparent
knm_ss_kobben,vessels,Variant5,Norway,,transparent
knm_ss_kobben,vessels,Variant6,Norway,,transparent
knm_ss_kobben,vessels,Variant7,Norway,,transparent
knm_ss_kobben,vessels,Variant8,Norway,,transparent
knm_ss_kobben,vessels,Variant9,Norway,,transparent
knm_ss_kobben,vessels,Variant10,Norway,,transparent
knm_ss_kobben,vessels,Variant11,Norway,,transparent
knm_ss_kobben,vessels,Variant12,Norway,,transparent
knm_ss_kobben,vessels,Variant13,Norway,,transparent
knm_ss_kobben,vessels,Variant14,Norway,,transparent
knm_ss_kobben,vessels,Variant15,Norway,,transparent
ln_ptg_beir_grassa,vessels,Default,Libya,1978|2000,transparent
ln_ptg_beir_grassa,vessels,Variant1,Libya,,libya_518
ln_ptg_beir_grassa,vessels,Variant2,Libya,,libya_522
ln_ptg_beir_grassa,vessels,Variant3,Libya,,libya_524
ln_ptg_beir_grassa,vessels,Variant4,Libya,,libya_526
ln_ptg_beir_grassa,vessels,Variant5,Libya,,libya_528
ln_ptg_beir_grassa,vessels,Variant6,Libya,,libya_532
ln_ptg_beir_grassa,vessels,Variant7,Libya,,libya_534
ln_ptg_beir_grassa,vessels,Variant8,Libya,,libya_536
ln_ptg_beir_grassa,vessels,Variant9,Libya,,libya_538
ln_ptg_beir_grassa,vessels,Variant10,Libya,,libya_542
nrp_ssk_albacora,vessels,Default,Portugal,1975|2010,transparent
nrp_ssk_albacora,vessels,Variant1,Portugal,,transparent
nrp_ssk_albacora,vessels,Variant2,Portugal,,transparent
nrp_ssk_albacora,vessels,Variant3,Portugal,,transparent
nrp_ssk_albacora,vessels,Variant4,Portugal,,transparent
nrp_ssk_albacora,vessels,Variant5,Pakistan,1977|2006,pns_S134
nrp_ssk_albacora,vessels,Variant6,South_Africa,,Daphne_S97
nrp_ssk_albacora,vessels,Variant7,South_Africa,,Daphne_S98
nrp_ssk_albacora,vessels,Variant8,South_Africa,,Daphne_S99
nv_agi_sampan,vessels,Default,Vietnam,,transparent
nv_agi_sampan,vessels,Variant1,Vietnam,,transparent
nv_agi_sampan,vessels,Variant2,China,,transparent
plan_ap_qiongsha,vessels,Default,China,1980,transparent
plan_ap_qiongsha,vessels,Variant1,China,,plan_830
plan_ap_qiongsha,vessels,Variant2,China,,plan_831
plan_ap_qiongsha,vessels,Variant3,China,,plan_832
plan_ap_qiongsha,vessels,Variant4,China,,plan_834
plan_ap_qiongsha,vessels,Variant5,China,,plan_835
plan_ap_qiongsha,vessels,Variant6,China,,plan_836
plan_dd_luda1,vessels,Default,China,1974|2007,transparent
plan_dd_luda1,vessels,Variant1,China,1974|1978,plan_160
plan_dd_luda1,vessels,Variant2,China,1974|2007,plan_106
plan_dd_luda1,vessels,Variant3,China,1978|2008,plan_161
plan_dd_luda1,vessels,Variant4,China,1971|2007,plan_107
plan_dd_luda1,vessels,Variant5,China,1979|2012,plan_162
plan_dd_luda1,vessels,Variant6,China,1977|2012,plan_131
plan_dd_luda1,vessels,Variant7,China,1980|2013,plan_108
plan_dd_luda1,vessels,Variant8,China,1982|2016,plan_163
plan_dd_luda1,vessels,Variant9,China,1982|2014,plan_133
plan_dd_luda1,vessels,Variant10,China,1984|2019,plan_134
plan_dd_luda1,vessels,Variant11,China,1987|2019,plan_164
plan_ff_chengdu,vessels,Default,China,1957|1992,transparent
plan_ff_chengdu,vessels,Variant1,China,1957|1992,plan_505
plan_ff_chengdu,vessels,Variant2,China,1957|1994,plan_506
plan_ff_chengdu,vessels,Variant3,China,1958|1995,plan_507
plan_ff_chengdu,vessels,Variant4,China,1958|1993,plan_508
plan_ff_jianghu1,vessels,Default,China,1975|2007,transparent
plan_ff_jianghu1,vessels,Variant1,China,1979|2007,plan_509
plan_ff_jianghu1,vessels,Variant2,China,1979|2007,plan_510
plan_ff_jianghu1,vessels,Variant3,China,1977|2012,plan_511
plan_ff_jianghu1,vessels,Variant4,China,1978|2012,plan_512
plan_ff_jianghu1,vessels,Variant5,China,1977|2013,plan_513
plan_ff_jianghu1,vessels,Variant6,China,1979|2012,plan_514
plan_ff_jianghu1,vessels,Variant7,China,1975|2013,plan_515
plan_ff_jianghu1,vessels,Variant8,China,1975|2002,plan_516
plan_ff_jianghu1,vessels,Variant9,China,1977|2012,plan_517
plan_ff_jianghu1,vessels,Variant10,China,1979|2012,plan_518
plan_ff_jianghu1,vessels,Variant11,China,1979,plan_519
plan_ff_jianghu1,vessels,Variant12,China,1980|2012,plan_520
plan_ff_jianghu1,vessels,Variant13,China,1980|2012,plan_551
plan_ff_jianghu1,vessels,Variant14,China,1980|2012,plan_552
plan_ff_jianghu2,vessels,Default,China,1982|2019,transparent
plan_ff_jianghu2,vessels,Variant1,China,1982|2019,plan_533
plan_ff_jianghu2,vessels,Variant2,China,1983|2019,plan_534
plan_ff_jianghu2,vessels,Variant3,China,1985|2021,plan_543
plan_ff_jianghu2,vessels,Variant4,China,1987|2019,plan_545
plan_ff_jianghu2,vessels,Variant5,China,1985,plan_553
plan_ff_jianghu2,vessels,Variant6,China,1986|2012,plan_554
plan_ff_jianghu2,vessels,Variant7,China,1987|2021,plan_555
plan_ff_jianghu2,vessels,Variant8,China,1987|1989,plan_556
plan_ff_jianghu2,vessels,Variant9,China,1988|2012,plan_557
plan_ff_jianghu3,vessels,Default,China,1986|2013,transparent
plan_ff_jianghu3,vessels,Variant1,China,1986|2013,plan_535
plan_ff_jianghu3,vessels,Variant2,China,1987|2013,plan_536
plan_ff_jianghu3,vessels,Variant3,China,1990|2019,plan_547
plan_ffg_jiangdong,vessels,Default,China,1975|1994,transparent
plan_ffg_jiangdong,vessels,Variant1,China,1975|1994,plan_531
plan_ffg_jiangdong,vessels,Variant2,China,1977|1986,plan_532
plan_k_type_037,vessels,Default,China,1961,transparent
plan_k_type_037,vessels,Variant1,China,1961,plan_pt_605
plan_lst_yukan,vessels,Default,China,1979|2020,transparent
plan_lst_yukan,vessels,Variant1,China,1979|2020,plan_927
plan_lst_yukan,vessels,Variant2,China,1981|2020,plan_928
plan_lst_yukan,vessels,Variant3,China,1982|2020,plan_929
plan_msc_type_010,vessels,Default,China,1959|2000,transparent
plan_msc_type_010,vessels,Variant1,China,1959|2000,plan_535
plan_pt_shanghai2,vessels,Default,China,1960|2000,transparent
plan_pt_shanghai2,vessels,Variant1,China,1960|2000,plan_pt_605
plan_pt_shanghai2b,vessels,Default,China,1970|2010,transparent
plan_pt_shanghai2b,vessels,Variant1,China,1970|2010,plan_pt_702
plan_ptg_type_024,vessels,Default,China,1966|2008,transparent
plan_ptg_type_024,vessels,Variant1,China,,transparent
plan_ptg_type_024,vessels,Variant2,China,,transparent
plan_ptg_type_024,vessels,Variant3,China,,transparent
plan_ptg_type_024,vessels,Variant4,China,,transparent
plan_ptg_type_024,vessels,Variant5,China,,transparent
plan_ptg_type_024,vessels,Variant6,China,,transparent
plan_ptg_type_024,vessels,Variant7,China,,transparent
plan_ptg_type_024,vessels,Variant8,China,,transparent
plan_ptg_type_024,vessels,Variant9,China,,transparent
plan_ss_romeo,vessels,Default,China,1962|2000,transparent
plan_ss_romeo,vessels,Variant1,China,,plan_126
plan_ss_romeo,vessels,Variant2,China,,plan_128
plan_ss_romeo,vessels,Variant3,China,,plan_136
plan_ss_romeo,vessels,Variant4,China,,plan_137
plan_ss_romeo,vessels,Variant5,China,,plan_138
plan_ss_romeo,vessels,Variant6,China,,plan_139
plan_ss_romeo,vessels,Variant7,China,,plan_140
plan_ss_romeo,vessels,Variant8,China,,plan_141
plan_ss_romeo,vessels,Variant9,China,,plan_142
plan_ss_romeo,vessels,Variant10,China,,plan_143
plan_ss_romeo,vessels,Variant11,China,,plan_144
plan_ss_romeo,vessels,Variant12,China,,plan_145
plan_ss_romeo,vessels,Variant13,China,,plan_146
plan_ss_romeo,vessels,Variant14,China,,plan_147
plan_ss_romeo,vessels,Variant15,China,,plan_148
plan_ss_romeo,vessels,Variant16,China,,plan_149
plan_ss_romeo,vessels,Variant17,China,,plan_150
plan_ss_romeo,vessels,Variant18,China,,plan_151
plan_ss_romeo,vessels,Variant19,China,,plan_152
plan_ss_romeo,vessels,Variant20,China,,plan_153
plan_ss_romeo,vessels,Variant21,China,,plan_154
plan_ss_romeo,vessels,Variant22,China,,plan_160
plan_ss_romeo,vessels,Variant23,China,,plan_161
plan_ss_romeo,vessels,Variant24,China,,plan_162
plan_ss_romeo,vessels,Variant25,China,,plan_163
plan_ss_romeo,vessels,Variant26,China,,plan_164
plan_ss_romeo,vessels,Variant27,China,,plan_165
plan_ss_romeo,vessels,Variant28,China,,plan_170
plan_ss_romeo,vessels,Variant29,China,,plan_171
plan_ss_romeo,vessels,Variant30,China,,plan_172
plan_ss_romeo,vessels,Variant31,China,,plan_173
plan_ss_romeo,vessels,Variant32,China,,plan_174
plan_ss_romeo,vessels,Variant33,China,,plan_176
plan_ss_romeo,vessels,Variant34,China,,plan_208
plan_ss_romeo,vessels,Variant35,China,,plan_209
plan_ss_romeo,vessels,Variant36,China,,plan_210
plan_ss_romeo,vessels,Variant37,China,,plan_211
plan_ss_romeo,vessels,Variant38,China,,plan_212
plan_ss_romeo,vessels,Variant39,China,,plan_213
plan_ss_romeo,vessels,Variant40,China,,plan_214
plan_ss_romeo,vessels,Variant41,China,,plan_215
plan_ss_romeo,vessels,Variant42,China,,plan_216
plan_ss_romeo,vessels,Variant43,China,,plan_217
plan_ss_romeo,vessels,Variant44,China,,plan_218
plan_ss_romeo,vessels,Variant45,China,,plan_219
plan_ss_romeo,vessels,Variant46,China,,plan_220
plan_ss_romeo,vessels,Variant47,China,,plan_221
plan_ss_romeo,vessels,Variant48,China,,plan_222
plan_ss_romeo,vessels,Variant49,China,,plan_223
plan_ss_romeo,vessels,Variant50,China,,plan_224
plan_ss_romeo,vessels,Variant51,China,,plan_225
plan_ss_romeo,vessels,Variant52,China,,plan_226
plan_ss_romeo,vessels,Variant53,China,,plan_227
plan_ss_romeo,vessels,Variant54,China,,plan_228
plan_ss_romeo,vessels,Variant55,China,,plan_229
plan_ss_romeo,vessels,Variant56,China,,plan_230
plan_ss_romeo,vessels,Variant57,China,,plan_234
plan_ss_romeo,vessels,Variant58,China,,plan_235
plan_ss_romeo,vessels,Variant59,China,,plan_236
plan_ss_romeo,vessels,Variant60,China,,plan_238
plan_ss_romeo,vessels,Variant61,China,,plan_239
plan_ss_romeo,vessels,Variant62,China,,plan_246
plan_ss_romeo,vessels,Variant63,China,,plan_247
plan_ss_romeo,vessels,Variant64,China,,plan_248
plan_ss_romeo,vessels,Variant65,China,,plan_249
plan_ss_romeo,vessels,Variant66,China,,plan_250
plan_ss_romeo,vessels,Variant67,China,,plan_254
plan_ss_romeo,vessels,Variant68,China,,plan_255
plan_ss_romeo,vessels,Variant69,China,,plan_256
plan_ss_romeo,vessels,Variant70,China,,plan_267
plan_ss_romeo,vessels,Variant71,China,,plan_268
plan_ss_romeo,vessels,Variant72,China,,plan_269
plan_ss_romeo,vessels,Variant73,China,,plan_270
plan_ss_romeo,vessels,Variant74,China,,plan_272
plan_ss_romeo,vessels,Variant75,China,,plan_281
plan_ss_romeo,vessels,Variant76,China,,plan_282
plan_ss_romeo,vessels,Variant77,China,,plan_283
plan_ss_romeo,vessels,Variant78,China,,plan_290
plan_ss_romeo,vessels,Variant79,China,,plan_291
plan_ss_romeo,vessels,Variant80,China,,plan_292
plan_ss_romeo,vessels,Variant81,China,,plan_293
plan_ss_romeo,vessels,Variant82,China,,plan_294
plan_ss_romeo,vessels,Variant83,China,,plan_343
plan_ss_romeo,vessels,Variant84,China,,plan_344
plan_ss_romeo,vessels,Variant85,China,,plan_345
plan_ss_romeo,vessels,Variant86,China,,plan_346
plan_ss_romeo,vessels,Variant87,China,,plan_349
plan_ss_romeo,vessels,Variant88,China,,plan_777
plan_ssg_wuhan,vessels,Default,China,1985|2000,transparent
plan_ssg_wuhan,vessels,Variant1,China,1985|2000,plan_351
plan_ssn_han,vessels,Default,China,1974|2013,transparent
plan_ssn_han,vessels,Variant1,China,1974|2013,plan_401
plan_ssn_han,vessels,Variant2,China,1980|2001,plan_402
plan_ssn_han,vessels,Variant3,China,1984|2023,plan_403
plan_ssn_han,vessels,Variant4,China,1988|2023,plan_404
plan_ssn_han,vessels,Variant5,China,1990|2023,plan_405
pns_ss_hangor,vessels,Default,Pakistan,1970|2006,transparent
pns_ss_hangor,vessels,Variant1,Pakistan,1970|2006,pns_S131
pns_ss_hangor,vessels,Variant2,Pakistan,1970|2006,pns_S132
pns_ss_hangor,vessels,Variant3,Pakistan,1970|2006,pns_S133
pns_ss_hashmat,vessels,Default,Pakistan,1979|2026,transparent
pns_ss_hashmat,vessels,Variant1,Pakistan,1979,
pns_ss_hashmat,vessels,Variant2,Pakistan,1980,
ran_ddg_perth,vessels,Default,Australia,1965|1999,transparent
ran_ddg_perth,vessels,Variant1,Australia,1965|1999,ran_ddg-38
ran_ddg_perth,vessels,Variant2,Australia,1965|2000,ran_ddg-39
ran_ddg_perth,vessels,Variant3,Australia,1967|2001,ran_ddg-41
ran_ffg_adelaide_shorthull,vessels,Default,Australia,1980|2008,transparent
ran_ffg_adelaide_shorthull,vessels,Variant1,Australia,1980|2008,ran_ffg-1
ran_ffg_adelaide_shorthull,vessels,Variant2,Australia,1981|2005,ran_ffg-2
ran_ffg_adelaide_shorthull,vessels,Variant3,Australia,1983|2015,ran_ffg-3
ran_ss_oberon,vessels,Default,Australia,1967|1995,transparent
ran_ss_oberon,vessels,Variant1,Australia,1967|1992,rn_ff-101
ran_ss_oberon,vessels,Variant2,Australia,1968|1994,rn_ff-101
ran_ss_oberon,vessels,Variant3,Australia,1969|1999,rn_ff-101
ran_ss_oberon,vessels,Variant4,Australia,1977|1996,rn_ff-101
ran_ss_oberon,vessels,Variant5,Australia,1978|2000,rn_ff-101
ran_ss_oberon,vessels,Variant6,Australia,1969|1995,rn_ff-101
rcn_ss_oberon,vessels,Default,Canada,1965|1998,transparent
rcn_ss_oberon,vessels,Variant1,Canada,1965|1998,rn_ff-101
rcn_ss_oberon,vessels,Variant2,Canada,1967|2000,rn_ff-101
rcn_ss_oberon,vessels,Variant3,Canada,1968|1998,rn_ff-101
rn_dd_battle,vessels,Default,UK,1947|1975,transparent
rn_dd_battle,vessels,Variant1,Pakistan,1957|1971,transparent
rn_dd_battle,vessels,Variant2,Pakistan,1957|1985,transparent
rn_dd_battle,vessels,Variant3,UK,1947|1978,transparent
rn_dd_battle,vessels,Variant4,UK,1947|1978,transparent
rn_dd_battle,vessels,Variant5,UK,1947|1975,transparent
rn_dd_c-class,vessels,Default,UK,1945|1971,transparent
rn_dd_c-class,vessels,Variant1,Pakistan,1958|1982,transparent
rn_dd_c-class,vessels,Variant2,Pakistan,1958|1971,transparent
rn_dd_c-class,vessels,Variant3,Pakistan,1958|1982,transparent
rn_dd_c-class,vessels,Variant4,Pakistan,1958|1982,transparent
rn_dd_c-class,vessels,Variant5,UK,1945|1971,transparent
rn_dd_z-class,vessels,Default,UK,,transparent
rn_dd_z-class,vessels,Variant1,Israel,1956|1967,israeli_40
rn_dd_z-class,vessels,Variant2,Israel,1955|1972,israeli_42
rn_dd_z-class,vessels,Variant3,Egypt,1956|1970,transparent
rn_dd_z-class,vessels,Variant4,Egypt,1956|2016,transparent
rn_dd_z-class,vessels,Variant5,UK,1944|1969,transparent
sea_mine,vessels,Default,Soviet,,transparent
sea_mine,vessels,Variant1,Soviet,,transparent
usn_ae_kilauea,vessels,Default,US,1968|1996,transparent
usn_ae_kilauea,vessels,Variant1,US,1968|1980,usn_ae-26
usn_ae_kilauea,vessels,Variant2,US,1968|1996,usn_ae-27
usn_ae_kilauea,vessels,Variant3,US,1970|1998,usn_ae-28
usn_ae_kilauea,vessels,Variant4,US,1971|1996,usn_ae-29
usn_ae_kilauea,vessels,Variant5,US,1970|1995,usn_ae-32
usn_ae_kilauea,vessels,Variant6,US,1972|1997,usn_ae-33
usn_ae_kilauea,vessels,Variant7,US,1972|1996,usn_ae-34
usn_ae_kilauea,vessels,Variant8,US,1972|1996,usn_ae-35
usn_ao_t2,vessels,Default,US,1955|1996,transparent
usn_ao_t2,vessels,Variant1,US,,transparent
usn_ao_t2,vessels,Variant2,US,,transparent
usn_ao_t2,vessels,Variant3,US,,transparent
usn_ao_t2,vessels,Variant4,US,,transparent
usn_ao_t2,vessels,Variant5,US,,transparent
usn_ao_t2,vessels,Variant6,US,,transparent
usn_ao_t2,vessels,Variant7,US,,transparent
usn_ao_t2,vessels,Variant8,US,,transparent
usn_ao_t2,vessels,Variant9,US,,transparent
usn_ao_t2,vessels,Variant10,US,,transparent
usn_ao_t2,vessels,Variant11,US,,transparent
usn_ao_t2,vessels,Variant12,US,,transparent
usn_ao_t2,vessels,Variant13,US,,transparent
usn_ao_t2,vessels,Variant14,US,,transparent
usn_ao_t2,vessels,Variant15,US,,transparent
usn_ao_t2,vessels,Variant16,US,,transparent
usn_ao_t2,vessels,Variant17,US,,transparent
usn_ao_t2,vessels,Variant18,US,,transparent
usn_ao_t2,vessels,Variant19,US,,transparent
usn_ao_t2,vessels,Variant20,US,,transparent
usn_ao_t2,vessels,Variant21,US,,transparent
usn_aoe_sacramento,vessels,Default,US,1964|2004,transparent
usn_aoe_sacramento,vessels,Variant1,US,1964|2004,usn_aoe-1
usn_aoe_sacramento,vessels,Variant2,US,1967|2005,usn_aoe-2
usn_aoe_sacramento,vessels,Variant3,US,1969|2005,usn_aoe-3
usn_aoe_sacramento,vessels,Variant4,US,1970|2005,usn_aoe-4
usn_avp_barnegat,vessels,Default,South_Vietnam,1941|2000,transparent
usn_avp_barnegat,vessels,Variant1,South_Vietnam,,rvnn_02
usn_avp_barnegat,vessels,Variant2,South_Vietnam,,rvnn_03
usn_avp_barnegat,vessels,Variant3,South_Vietnam,,rvnn_05
usn_avp_barnegat,vessels,Variant4,South_Vietnam,,rvnn_06
usn_avp_barnegat,vessels,Variant5,South_Vietnam,,rvnn_15
usn_avp_barnegat,vessels,Variant6,South_Vietnam,,rvnn_16
usn_avp_barnegat,vessels,Variant7,South_Vietnam,,rvnn_17
usn_avp_barnegat_mod,vessels,Default,Philippines,1973|1993,transparent
usn_avp_barnegat_mod,vessels,Variant1,Philippines,,phil_pf-7
usn_avp_barnegat_mod,vessels,Variant2,Philippines,,phil_pf-8
usn_avp_barnegat_mod,vessels,Variant3,Philippines,,phil_pf-10
usn_avp_barnegat_mod,vessels,Variant4,Philippines,,phil_pf-14
usn_bb_iowa,vessels,Default,US,1984|1990,transparent
usn_bb_iowa,vessels,Variant1,US,1984|1990,usn_bb-61
usn_bb_iowa,vessels,Variant2,US,1982|1991,usn_bb-62
usn_bb_iowa,vessels,Variant3,US,1986|1992,usn_bb-63
usn_bb_iowa,vessels,Variant4,US,1988|1991,usn_bb-64
usn_cg_belknap,vessels,Default,US,1980|1995,transparent
usn_cg_belknap,vessels,Variant1,US,1980|1994,usn_cg-27
usn_cg_belknap,vessels,Variant2,US,1979|1993,usn_cg-28
usn_cg_belknap,vessels,Variant3,US,1980|1994,usn_cg-29
usn_cg_belknap,vessels,Variant4,US,1981|1994,usn_cg-30
usn_cg_belknap,vessels,Variant5,US,1980|1994,usn_cg-31
usn_cg_belknap,vessels,Variant6,US,1982|1994,usn_cg-32
usn_cg_belknap,vessels,Variant7,US,1982|1994,usn_cg-33
usn_cg_belknap,vessels,Variant8,US,1981|1993,usn_cg-34
usn_cg_belknap_72,vessels,Default,US,1972|,transparent
usn_cg_belknap_72,vessels,Variant1,US,1972|1975,usn_cg-26
usn_cg_belknap_72,vessels,Variant2,US,1972|1978,usn_cg-27
usn_cg_belknap_72,vessels,Variant3,US,1972|1978,usn_cg-28
usn_cg_belknap_72,vessels,Variant4,US,1972|1979,usn_cg-29
usn_cg_belknap_72,vessels,Variant5,US,1972|1980,usn_cg-30
usn_cg_belknap_72,vessels,Variant6,US,1972|1979,usn_cg-31
usn_cg_belknap_72,vessels,Variant7,US,1972|1980,usn_cg-32
usn_cg_belknap_72,vessels,Variant8,US,1972|1981,usn_cg-33
usn_cg_belknap_72,vessels,Variant9,US,1972|1979,usn_cg-34
usn_cg_leahy,vessels,Default,US,1982|1993,transparent
usn_cg_leahy,vessels,Variant1,US,1982|1993,usn_cg-16
usn_cg_leahy,vessels,Variant2,US,1980|1993,usn_cg-17
usn_cg_leahy,vessels,Variant3,US,1981|1993,usn_cg-18
usn_cg_leahy,vessels,Variant4,US,1982|1994,usn_cg-19
usn_cg_leahy,vessels,Variant5,US,1982|1995,usn_cg-20
usn_cg_leahy,vessels,Variant6,US,1983|1994,usn_cg-21
usn_cg_leahy,vessels,Variant7,US,1983|1994,usn_cg-22
usn_cg_leahy,vessels,Variant8,US,1983|1994,usn_cg-23
